# Posiciones articulares (matriz) del UR5 derecho
# Trial JIGSAWS: Needle_Passing_B001  (3438 frames @ 30 Hz)
# La BASE del UR5 es fija (decision de montaje, no se mueve
# el robot fisico de sitio). La CONFIGURACION ARTICULAR si
# cambia en cada frame: se recalcula para que el trocar
# (tubo rigido) siga la orientacion instantanea del shaft
# del PSM, igual que hace an5_psm_py/carrier_solver.py.
# Fulcro: [0.122141, -0.078964, 0.408424] m
# Distancia al trocar: 0.15 m
# Base del UR5: [0.397392, -0.598679, 0.0] m
# IK del UR5 por frame: OK 100.00 %, error mediana 0.0000 mm, maximo 0.0000 mm
# IK=0 marca frames sin solucion valida (se conserva la
# ultima configuracion valida, como en los archivos de PSM)
#  frame      t(s)   IK     q1(deg)    q2(deg)    q3(deg)    q4(deg)    q5(deg)    q6(deg)
    2584   86.1000    1      0.4593   -88.4528  -105.6827   -13.9927   121.6213    20.9312
    2585   86.1333    1      0.4050   -88.4921  -105.6374   -14.0539   121.7831    20.9784
    2586   86.1667    1      0.3497   -88.5353  -105.6052   -14.0696   121.9477    21.0103
    2587   86.2000    1      0.3246   -88.5543  -105.5876   -14.0866   122.0226    21.0284
    2588   86.2333    1      0.2909   -88.5775  -105.5531   -14.1457   122.1232    21.0655
    2589   86.2667    1      0.2785   -88.5854  -105.5374   -14.1775   122.1604    21.0828
    2590   86.3000    1      0.2763   -88.5874  -105.5376   -14.1733   122.1668    21.0824
    2591   86.3333    1      0.2732   -88.5906  -105.5387   -14.1643   122.1762    21.0807
    2592   86.3667    1      0.2764   -88.5883  -105.5418   -14.1593   122.1665    21.0774
    2593   86.4000    1      0.2775   -88.5875  -105.5426   -14.1584   122.1634    21.0766
    2594   86.4333    1      0.2754   -88.5881  -105.5370   -14.1735   122.1695    21.0829
    2595   86.4667    1      0.2698   -88.5903  -105.5236   -14.2093   122.1864    21.0982
    2596   86.5000    1      0.2600   -88.5960  -105.5090   -14.2418   122.2156    21.1145
    2597   86.5333    1      0.2549   -88.5990  -105.5012   -14.2593   122.2310    21.1231
    2598   86.5667    1      0.2482   -88.6020  -105.4875   -14.2941   122.2508    21.1386
    2599   86.6000    1      0.2478   -88.6023  -105.4869   -14.2954   122.2521    21.1393
    2600   86.6333    1      0.2510   -88.5988  -105.4843   -14.3093   122.2425    21.1426
    2601   86.6667    1      0.2562   -88.5909  -105.4706   -14.3639   122.2269    21.1592
    2602   86.7000    1      0.2662   -88.5786  -105.4567   -14.4272   122.1970    21.1764
    2603   86.7333    1      0.2795   -88.5627  -105.4400   -14.5051   122.1573    21.1972
    2604   86.7667    1      0.2834   -88.5565  -105.4275   -14.5533   122.1458    21.2122
    2605   86.8000    1      0.2877   -88.5457  -105.3960   -14.6652   122.1329    21.2491
    2606   86.8333    1      0.2929   -88.5351  -105.3688   -14.7644   122.1173    21.2812
    2607   86.8667    1      0.2925   -88.5322  -105.3535   -14.8143   122.1185    21.2987
    2608   86.9000    1      0.2840   -88.5328  -105.3194   -14.9135   122.1439    21.3374
    2609   86.9333    1      0.2738   -88.5367  -105.2934   -14.9828   122.1745    21.3664
    2610   86.9667    1      0.2751   -88.5327  -105.2800   -15.0293   122.1704    21.3819
    2611   87.0000    1      0.2753   -88.5309  -105.2725   -15.0545   122.1698    21.3905
    2612   87.0333    1      0.2686   -88.5341  -105.2581   -15.0912   122.1900    21.4065
    2613   87.0667    1      0.2642   -88.5372  -105.2542   -15.0967   122.2030    21.4105
    2614   87.1000    1      0.2675   -88.5344  -105.2550   -15.0996   122.1931    21.4099
    2615   87.1333    1      0.2675   -88.5321  -105.2440   -15.1360   122.1932    21.4225
    2616   87.1667    1      0.2663   -88.5329  -105.2422   -15.1400   122.1967    21.4245
    2617   87.2000    1      0.2745   -88.5269  -105.2492   -15.1301   122.1723    21.4171
    2618   87.2333    1      0.2741   -88.5264  -105.2451   -15.1430   122.1735    21.4217
    2619   87.2667    1      0.2670   -88.5315  -105.2383   -15.1537   122.1948    21.4289
    2620   87.3000    1      0.2572   -88.5398  -105.2354   -15.1474   122.2241    21.4316
    2621   87.3333    1      0.2611   -88.5360  -105.2346   -15.1566   122.2123    21.4328
    2622   87.3667    1      0.2631   -88.5331  -105.2295   -15.1768   122.2063    21.4388
    2623   87.4000    1      0.2774   -88.5191  -105.2239   -15.2181   122.1636    21.4460
    2624   87.4333    1      0.2976   -88.5002  -105.2205   -15.2621   122.1034    21.4514
    2625   87.4667    1      0.3024   -88.4951  -105.2170   -15.2814   122.0890    21.4557
    2626   87.5000    1      0.2932   -88.5008  -105.2044   -15.3082   122.1163    21.4694
    2627   87.5333    1      0.2741   -88.5177  -105.2021   -15.2847   122.1735    21.4707
    2628   87.5667    1      0.2641   -88.5265  -105.2010   -15.2721   122.2033    21.4712
    2629   87.6000    1      0.2439   -88.5439  -105.1968   -15.2533   122.2638    21.4746
    2630   87.6333    1      0.2393   -88.5452  -105.1827   -15.2923   122.2774    21.4904
    2631   87.6667    1      0.2574   -88.5235  -105.1557   -15.4103   122.2235    21.5221
    2632   87.7000    1      0.2681   -88.5102  -105.1374   -15.4878   122.1914    21.5435
    2633   87.7333    1      0.2775   -88.4932  -105.0934   -15.6468   122.1634    21.5935
    2634   87.7667    1      0.2534   -88.5069  -105.0518   -15.7445   122.2355    21.6387
    2635   87.8000    1      0.2357   -88.5198  -105.0363   -15.7671   122.2883    21.6552
    2636   87.8333    1      0.1988   -88.5460  -104.9995   -15.8283   122.3990    21.6944
    2637   87.8667    1      0.1715   -88.5628  -104.9579   -15.9208   122.4808    21.7396
    2638   87.9000    1      0.1636   -88.5665  -104.9402   -15.9660   122.5044    21.7590
    2639   87.9333    1      0.1581   -88.5651  -104.9058   -16.0695   122.5209    21.7970
    2640   87.9667    1      0.1505   -88.5626  -104.8549   -16.2232   122.5438    21.8530
    2641   88.0000    1      0.1398   -88.5655  -104.8178   -16.3267   122.5759    21.8934
    2642   88.0333    1      0.1352   -88.5693  -104.8155   -16.3267   122.5899    21.8958
    2643   88.0667    1      0.1318   -88.5735  -104.8222   -16.2999   122.6000    21.8884
    2644   88.1000    1      0.1342   -88.5718  -104.8250   -16.2946   122.5926    21.8854
    2645   88.1333    1      0.1372   -88.5692  -104.8254   -16.2979   122.5837    21.8850
    2646   88.1667    1      0.1419   -88.5649  -104.8251   -16.3065   122.5695    21.8855
    2647   88.2000    1      0.1499   -88.5575  -104.8237   -16.3234   122.5455    21.8872
    2648   88.2333    1      0.1715   -88.5372  -104.8183   -16.3748   122.4808    21.8937
    2649   88.2667    1      0.1879   -88.5221  -104.8158   -16.4087   122.4317    21.8970
    2650   88.3000    1      0.2319   -88.4796  -104.7972   -16.5376   122.2997    21.9186
    2651   88.3333    1      0.2898   -88.4254  -104.7801   -16.6818   122.1266    21.9388
    2652   88.3667    1      0.3160   -88.4020  -104.7778   -16.7292   122.0482    21.9420
    2653   88.4000    1      0.3609   -88.3627  -104.7779   -16.7973   121.9142    21.9433
    2654   88.4333    1      0.4011   -88.3284  -104.7821   -16.8445   121.7945    21.9400
    2655   88.4667    1      0.4381   -88.2977  -104.7908   -16.8724   121.6844    21.9319
    2656   88.5000    1      0.4558   -88.2825  -104.7914   -16.8970   121.6319    21.9319
    2657   88.5333    1      0.4906   -88.2526  -104.7923   -16.9462   121.5283    21.9322
    2658   88.5667    1      0.5178   -88.2299  -104.7969   -16.9719   121.4475    21.9282
    2659   88.6000    1      0.5279   -88.2215  -104.7984   -16.9822   121.4176    21.9271
    2660   88.6333    1      0.5390   -88.2117  -104.7965   -17.0048   121.3847    21.9295
    2661   88.6667    1      0.5452   -88.2076  -104.8037   -16.9910   121.3664    21.9221
    2662   88.7000    1      0.5535   -88.2012  -104.8080   -16.9895   121.3418    21.9178
    2663   88.7333    1      0.5587   -88.1968  -104.8082   -16.9965   121.3265    21.9178
    2664   88.7667    1      0.5665   -88.1909  -104.8131   -16.9927   121.3032    21.9129
    2665   88.8000    1      0.5766   -88.1838  -104.8224   -16.9780   121.2734    21.9035
    2666   88.8333    1      0.5843   -88.1774  -104.8243   -16.9834   121.2505    21.9018
    2667   88.8667    1      0.5935   -88.1674  -104.8105   -17.0406   121.2232    21.9168
    2668   88.9000    1      0.5989   -88.1632  -104.8124   -17.0425   121.2073    21.9150
    2669   88.9333    1      0.6040   -88.1607  -104.8243   -17.0123   121.1922    21.9026
    2670   88.9667    1      0.6051   -88.1596  -104.8236   -17.0162   121.1889    21.9034
    2671   89.0000    1      0.6056   -88.1585  -104.8193   -17.0306   121.1876    21.9080
    2672   89.0333    1      0.6032   -88.1608  -104.8209   -17.0220   121.1945    21.9062
    2673   89.0667    1      0.5985   -88.1651  -104.8229   -17.0086   121.2084    21.9038
    2674   89.1000    1      0.5835   -88.1774  -104.8199   -16.9961   121.2529    21.9064
    2675   89.1333    1      0.5651   -88.1930  -104.8188   -16.9725   121.3075    21.9069
    2676   89.1667    1      0.5504   -88.2058  -104.8199   -16.9471   121.3511    21.9051
    2677   89.2000    1      0.5441   -88.2113  -104.8212   -16.9339   121.3697    21.9035
    2678   89.2333    1      0.5241   -88.2310  -104.8370   -16.8539   121.4289    21.8858
    2679   89.2667    1      0.5013   -88.2551  -104.8638   -16.7345   121.4966    21.8562
    2680   89.3000    1      0.4905   -88.2647  -104.8655   -16.7129   121.5287    21.8540
    2681   89.3333    1      0.4741   -88.2782  -104.8613   -16.7015   121.5774    21.8577
    2682   89.3667    1      0.4568   -88.2939  -104.8659   -16.6609   121.6289    21.8521
    2683   89.4000    1      0.4482   -88.3024  -104.8715   -16.6298   121.6544    21.8457
    2684   89.4333    1      0.4312   -88.3170  -104.8707   -16.6069   121.7049    21.8459
    2685   89.4667    1      0.4161   -88.3296  -104.8678   -16.5932   121.7498    21.8484
    2686   89.5000    1      0.3941   -88.3498  -104.8736   -16.5411   121.8152    21.8413
    2687   89.5333    1      0.3793   -88.3631  -104.8755   -16.5124   121.8594    21.8386
    2688   89.5667    1      0.3475   -88.3894  -104.8661   -16.4937   121.9544    21.8475
    2689   89.6000    1      0.3150   -88.4175  -104.8630   -16.4536   122.0514    21.8496
    2690   89.6333    1      0.2971   -88.4331  -104.8622   -16.4288   122.1047    21.8500
    2691   89.6667    1      0.2538   -88.4704  -104.8558   -16.3821   122.2342    21.8553
    2692   89.7000    1      0.2015   -88.5152  -104.8452   -16.3346   122.3909    21.8652
    2693   89.7333    1      0.1453   -88.5637  -104.8349   -16.2799   122.5595    21.8748
    2694   89.7667    1      0.1174   -88.5877  -104.8289   -16.2552   122.6432    21.8806
    2695   89.8000    1      0.0604   -88.6385  -104.8244   -16.1791   122.8148    21.8840
    2696   89.8333    1      0.0057   -88.6844  -104.8037   -16.1591   122.9795    21.9056
    2697   89.8667    1     -0.0222   -88.7064  -104.7847   -16.1760   123.0639    21.9261
    2698   89.9000    1     -0.0803   -88.7524  -104.7454   -16.2109   123.2395    21.9687
    2699   89.9333    1     -0.1349   -88.7943  -104.7009   -16.2683   123.4046    22.0175
    2700   89.9667    1     -0.1825   -88.8237  -104.6217   -16.4502   123.5490    22.1049
    2701   90.0000    1     -0.2050   -88.8348  -104.5685   -16.5877   123.6173    22.1636
    2702   90.0333    1     -0.2408   -88.8478  -104.4544   -16.9022   123.7264    22.2890
    2703   90.0667    1     -0.2716   -88.8560  -104.3364   -17.2362   123.8200    22.4174
    2704   90.1000    1     -0.2905   -88.8633  -104.2756   -17.4029   123.8775    22.4833
    2705   90.1333    1     -0.3293   -88.8813  -104.1660   -17.6953   123.9959    22.6018
    2706   90.1667    1     -0.3744   -88.9035  -104.0429   -18.0204   124.1336    22.7342
    2707   90.2000    1     -0.4092   -88.9214  -103.9493   -18.2658   124.2402    22.8344
    2708   90.2333    1     -0.4237   -88.9301  -103.9189   -18.3406   124.2844    22.8671
    2709   90.2667    1     -0.4407   -88.9417  -103.8917   -18.4014   124.3364    22.8967
    2710   90.3000    1     -0.4401   -88.9402  -103.8847   -18.4248   124.3346    22.9039
    2711   90.3333    1     -0.4343   -88.9340  -103.8784   -18.4537   124.3171    22.9100
    2712   90.3667    1     -0.4111   -88.9146  -103.8912   -18.4489   124.2458    22.8949
    2713   90.4000    1     -0.3720   -88.8830  -103.9194   -18.4191   124.1263    22.8627
    2714   90.4333    1     -0.3352   -88.8514  -103.9319   -18.4357   124.0139    22.8471
    2715   90.4667    1     -0.3379   -88.8011  -103.5257   -19.7112   124.0221    23.2570
    2716   90.5000    1     -0.3365   -88.7962  -103.4945   -19.8105   124.0179    23.2876
    2717   90.5333    1     -0.3319   -88.7861  -103.4413   -19.9824   124.0039    23.3391
    2718   90.5667    1     -0.3241   -88.7741  -103.3948   -20.1376   123.9800    23.3834
    2719   90.6000    1     -0.3158   -88.7642  -103.3708   -20.2239   123.9546    23.4057
    2720   90.6333    1     -0.2921   -88.7386  -103.3248   -20.3993   123.8824    23.4472
    2721   90.6667    1     -0.2570   -88.7037  -103.2818   -20.5810   123.7756    23.4843
    2722   90.7000    1     -0.2136   -88.6648  -103.2683   -20.6829   123.6437    23.4921
    2723   90.7333    1     -0.1874   -88.6428  -103.2749   -20.6989   123.5640    23.4828
    2724   90.7667    1     -0.1256   -88.5927  -103.3059   -20.6896   123.3766    23.4466
    2725   90.8000    1     -0.0613   -88.5421  -103.3525   -20.6359   123.1820    23.3959
    2726   90.8333    1     -0.0283   -88.5169  -103.3838   -20.5859   123.0820    23.3631
    2727   90.8667    1      0.0395   -88.4675  -103.4677   -20.4230   122.8777    23.2773
    2728   90.9000    1      0.1077   -88.4188  -103.5586   -20.2392   122.6725    23.1852
    2729   90.9333    1      0.1724   -88.3732  -103.6475   -20.0569   122.4781    23.0955
    2730   90.9667    1      0.2026   -88.3540  -103.7080   -19.9134   122.3874    23.0353
    2731   91.0000    1      0.2504   -88.3322  -103.8776   -19.4596   122.2444    22.8678
    2732   91.0333    1      0.2880   -88.3267  -104.0983   -18.8309   122.1320    22.6479
    2733   91.0667    1      0.3235   -88.3250  -104.3161   -18.2031   122.0260    22.4268
    2734   91.1000    1      0.3445   -88.3224  -104.4259   -17.8892   121.9632    22.3138
    2735   91.1333    1      0.3932   -88.3122  -104.6382   -17.2906   121.8179    22.0927
    2736   91.1667    1      0.4492   -88.2943  -104.8287   -16.7682   121.6514    21.8918
    2737   91.2000    1      0.4777   -88.2840  -104.9146   -16.5366   121.5667    21.8005
    2738   91.2333    1      0.5347   -88.2593  -105.0567   -16.1671   121.3976    21.6492
    2739   91.2667    1      0.5953   -88.2264  -105.1668   -15.9048   121.2181    21.5324
    2740   91.3000    1      0.6256   -88.2103  -105.2220   -15.7728   121.1283    21.4736
    2741   91.3333    1      0.6774   -88.1847  -105.3258   -15.5169   120.9752    21.3628
    2742   91.3667    1      0.7068   -88.1744  -105.4048   -15.3059   120.8885    21.2772
    2743   91.4000    1      0.7210   -88.1716  -105.4535   -15.1695   120.8466    21.2238
    2744   91.4333    1      0.7249   -88.1719  -105.4723   -15.1142   120.8351    21.2030
    2745   91.4667    1      0.7270   -88.1790  -105.5172   -14.9712   120.8289    21.1526
    2746   91.5000    1      0.7170   -88.1984  -105.5692   -14.7853   120.8584    21.0923
    2747   91.5333    1      0.7058   -88.2128  -105.5916   -14.6943   120.8914    21.0655
    2748   91.5667    1      0.6844   -88.2407  -105.6347   -14.5185   120.9547    21.0136
    2749   91.6000    1      0.6712   -88.2632  -105.6851   -14.3309   120.9936    20.9538
    2750   91.6333    1      0.6636   -88.2767  -105.7163   -14.2152   121.0160    20.9165
    2751   91.6667    1      0.6622   -88.2803  -105.7269   -14.1780   121.0201    20.9040
    2752   91.7000    1      0.6632   -88.2872  -105.7623   -14.0621   121.0171    20.8628
    2753   91.7333    1      0.6650   -88.2944  -105.8014   -13.9348   121.0118    20.8171
    2754   91.7667    1      0.6672   -88.2969  -105.8209   -13.8735   121.0055    20.7945
    2755   91.8000    1      0.6688   -88.2996  -105.8388   -13.8162   121.0008    20.7735
    2756   91.8333    1      0.6635   -88.3029  -105.8327   -13.8280   121.0164    20.7800
    2757   91.8667    1      0.6601   -88.3057  -105.8317   -13.8258   121.0263    20.7807
    2758   91.9000    1      0.6595   -88.3064  -105.8326   -13.8217   121.0282    20.7796
    2759   91.9333    1      0.6554   -88.3105  -105.8343   -13.8094   121.0403    20.7770
    2760   91.9667    1      0.6397   -88.3228  -105.8264   -13.8101   121.0868    20.7843
    2761   92.0000    1      0.6309   -88.3299  -105.8227   -13.8079   121.1128    20.7874
    2762   92.0333    1      0.6242   -88.3346  -105.8171   -13.8156   121.1325    20.7932
    2763   92.0667    1      0.6187   -88.3375  -105.8084   -13.8357   121.1487    20.8027
    2764   92.1000    1      0.6142   -88.3394  -105.7991   -13.8593   121.1621    20.8132
    2765   92.1333    1      0.6061   -88.3423  -105.7799   -13.9103   121.1861    20.8348
    2766   92.1667    1      0.5998   -88.3438  -105.7617   -13.9605   121.2046    20.8554
    2767   92.2000    1      0.5965   -88.3425  -105.7430   -14.0177   121.2143    20.8770
    2768   92.2333    1      0.5970   -88.3401  -105.7343   -14.0475   121.2129    20.8873
    2769   92.2667    1      0.6003   -88.3346  -105.7224   -14.0922   121.2032    20.9016
    2770   92.3000    1      0.6031   -88.3292  -105.7095   -14.1399   121.1949    20.9171
    2771   92.3333    1      0.6020   -88.3287  -105.7028   -14.1605   121.1982    20.9249
    2772   92.3667    1      0.6020   -88.3287  -105.7027   -14.1605   121.1982    20.9249
    2773   92.4000    1      0.6027   -88.3283  -105.7039   -14.1579   121.1962    20.9237
    2774   92.4333    1      0.6050   -88.3247  -105.6974   -14.1834   121.1891    20.9315
    2775   92.4667    1      0.6072   -88.3214  -105.6910   -14.2080   121.1827    20.9392
    2776   92.5000    1      0.6145   -88.3115  -105.6760   -14.2698   121.1610    20.9576
    2777   92.5333    1      0.6203   -88.3040  -105.6649   -14.3159   121.1441    20.9712
    2778   92.5667    1      0.6227   -88.3008  -105.6604   -14.3347   121.1368    20.9767
    2779   92.6000    1      0.6258   -88.2973  -105.6569   -14.3513   121.1276    20.9811
    2780   92.6333    1      0.6319   -88.2923  -105.6583   -14.3563   121.1098    20.9802
    2781   92.6667    1      0.6356   -88.2888  -105.6578   -14.3642   121.0987    20.9813
    2782   92.7000    1      0.6357   -88.2884  -105.6559   -14.3705   121.0986    20.9835
    2783   92.7333    1      0.6381   -88.2863  -105.6561   -14.3734   121.0915    20.9834
    2784   92.7667    1      0.6391   -88.2854  -105.6566   -14.3737   121.0884    20.9831
    2785   92.8000    1      0.6391   -88.2854  -105.6566   -14.3737   121.0884    20.9831
    2786   92.8333    1      0.6406   -88.2842  -105.6566   -14.3760   121.0841    20.9832
    2787   92.8667    1      0.6454   -88.2796  -105.6553   -14.3881   121.0698    20.9853
    2788   92.9000    1      0.6584   -88.2676  -105.6533   -14.4156   121.0314    20.9891
    2789   92.9333    1      0.6658   -88.2612  -105.6536   -14.4262   121.0096    20.9896
    2790   92.9667    1      0.6792   -88.2498  -105.6556   -14.4412   120.9701    20.9889
    2791   93.0000    1      0.6896   -88.2404  -105.6549   -14.4603   120.9393    20.9910
    2792   93.0333    1      0.6931   -88.2370  -105.6537   -14.4698   120.9289    20.9927
    2793   93.0667    1      0.6958   -88.2347  -105.6540   -14.4731   120.9209    20.9927
    2794   93.1000    1      0.6951   -88.2355  -105.6550   -14.4687   120.9229    20.9915
    2795   93.1333    1      0.6941   -88.2369  -105.6570   -14.4602   120.9261    20.9890
    2796   93.1667    1      0.6921   -88.2389  -105.6581   -14.4536   120.9319    20.9875
    2797   93.2000    1      0.6888   -88.2420  -105.6589   -14.4457   120.9417    20.9862
    2798   93.2333    1      0.6900   -88.2407  -105.6581   -14.4503   120.9380    20.9873
    2799   93.2667    1      0.6923   -88.2391  -105.6599   -14.4480   120.9312    20.9854
    2800   93.3000    1      0.6958   -88.2378  -105.6683   -14.4257   120.9211    20.9761
    2801   93.3333    1      0.6956   -88.2396  -105.6756   -14.4013   120.9217    20.9677
    2802   93.3667    1      0.6966   -88.2398  -105.6809   -14.3856   120.9187    20.9617
    2803   93.4000    1      0.6984   -88.2419  -105.6978   -14.3324   120.9134    20.9423
    2804   93.4333    1      0.7020   -88.2435  -105.7205   -14.2635   120.9026    20.9165
    2805   93.4667    1      0.7081   -88.2468  -105.7601   -14.1419   120.8846    20.8711
    2806   93.5000    1      0.7107   -88.2509  -105.7888   -14.0509   120.8769    20.8379
    2807   93.5333    1      0.7209   -88.2554  -105.8494   -13.8661   120.8469    20.7682
    2808   93.5667    1      0.7384   -88.2541  -105.9117   -13.6867   120.7954    20.6970
    2809   93.6000    1      0.7520   -88.2535  -105.9612   -13.5436   120.7553    20.6403
    2810   93.6333    1      0.7574   -88.2532  -105.9806   -13.4874   120.7394    20.6179
    2811   93.6667    1      0.7703   -88.2480  -106.0071   -13.4199   120.7016    20.5883
    2812   93.7000    1      0.7857   -88.2354  -106.0119   -13.4293   120.6561    20.5850
    2813   93.7333    1      0.7940   -88.2281  -106.0125   -13.4405   120.6317    20.5854
    2814   93.7667    1      0.8058   -88.2181  -106.0145   -13.4532   120.5971    20.5849
    2815   93.8000    1      0.8115   -88.2155  -106.0250   -13.4276   120.5801    20.5733
    2816   93.8333    1      0.8131   -88.2158  -106.0324   -13.4052   120.5755    20.5646
    2817   93.8667    1      0.8189   -88.2158  -106.0540   -13.3425   120.5586    20.5398
    2818   93.9000    1      0.8234   -88.2177  -106.0788   -13.2668   120.5453    20.5109
    2819   93.9333    1      0.8290   -88.2168  -106.0956   -13.2195   120.5289    20.4916
    2820   93.9667    1      0.8315   -88.2160  -106.1020   -13.2023   120.5213    20.4843
    2821   94.0000    1      0.8307   -88.2191  -106.1117   -13.1683   120.5237    20.4725
    2822   94.0333    1      0.8270   -88.2260  -106.1265   -13.1126   120.5346    20.4542
    2823   94.0667    1      0.8238   -88.2375  -106.1622   -12.9868   120.5439    20.4104
    2824   94.1000    1      0.8235   -88.2428  -106.1822   -12.9187   120.5450    20.3861
    2825   94.1333    1      0.8284   -88.2486  -106.2230   -12.7892   120.5306    20.3375
    2826   94.1667    1      0.8368   -88.2490  -106.2549   -12.6951   120.5057    20.3000
    2827   94.2000    1      0.8655   -88.2435  -106.3344   -12.4735   120.4215    20.2078
    2828   94.2333    1      0.9126   -88.2252  -106.4269   -12.2379   120.2833    20.1026
    2829   94.2667    1      0.9776   -88.1926  -106.5243   -12.0152   120.0931    19.9947
    2830   94.3000    1      1.0146   -88.1718  -106.5710   -11.9184   119.9848    19.9443
    2831   94.3333    1      1.0976   -88.1218  -106.6610   -11.7508   119.7424    19.8496
    2832   94.3667    1      1.1901   -88.0625  -106.7454   -11.6173   119.4731    19.7643
    2833   94.4000    1      1.2781   -88.0051  -106.8204   -11.5083   119.2176    19.6903
    2834   94.4333    1      1.3135   -87.9835  -106.8550   -11.4488   119.1150    19.6551
    2835   94.4667    1      1.3626   -87.9529  -106.9007   -11.3743   118.9728    19.6093
    2836   94.5000    1      1.3882   -87.9363  -106.9217   -11.3450   118.8988    19.5890
    2837   94.5333    1      1.3938   -87.9317  -106.9228   -11.3508   118.8825    19.5890
    2838   94.5667    1      1.4015   -87.9244  -106.9205   -11.3711   118.8605    19.5936
    2839   94.6000    1      1.4089   -87.9183  -106.9221   -11.3782   118.8389    19.5935
    2840   94.6333    1      1.4117   -87.9161  -106.9231   -11.3793   118.8309    19.5929
    2841   94.6667    1      1.4075   -87.9190  -106.9203   -11.3818   118.8430    19.5953
    2842   94.7000    1      1.3955   -87.9287  -106.9171   -11.3728   118.8778    19.5965
    2843   94.7333    1      1.3866   -87.9349  -106.9116   -11.3768   118.9035    19.6012
    2844   94.7667    1      1.3840   -87.9369  -106.9105   -11.3764   118.9110    19.6021
    2845   94.8000    1      1.3744   -87.9450  -106.9093   -11.3646   118.9388    19.6013
    2846   94.8333    1      1.3602   -87.9568  -106.9070   -11.3490   118.9797    19.6008
    2847   94.8667    1      1.3512   -87.9639  -106.9040   -11.3442   119.0059    19.6024
    2848   94.9000    1      1.3304   -87.9799  -106.8959   -11.3373   119.0659    19.6077
    2849   94.9333    1      1.3087   -87.9967  -106.8872   -11.3305   119.1289    19.6134
    2850   94.9667    1      1.2881   -88.0141  -106.8844   -11.3057   119.1885    19.6120
    2851   95.0000    1      1.2801   -88.0208  -106.8830   -11.2970   119.2117    19.6119
    2852   95.0333    1      1.2705   -88.0269  -106.8741   -11.3114   119.2398    19.6209
    2853   95.0667    1      1.2755   -88.0190  -106.8617   -11.3623   119.2253    19.6377
    2854   95.1000    1      1.2845   -88.0105  -106.8601   -11.3831   119.1990    19.6419
    2855   95.1333    1      1.3104   -87.9897  -106.8675   -11.4011   119.1239    19.6387
    2856   95.1667    1      1.3468   -87.9634  -106.8883   -11.3904   119.0186    19.6211
    2857   95.2000    1      1.3842   -87.9379  -106.9145   -11.3629   118.9105    19.5971
    2858   95.2333    1      1.3991   -87.9289  -106.9295   -11.3364   118.8674    19.5818
    2859   95.2667    1      1.4276   -87.9136  -106.9641   -11.2653   118.7850    19.5451
    2860   95.3000    1      1.4605   -87.8986  -107.0133   -11.1516   118.6900    19.4911
    2861   95.3333    1      1.4771   -87.8929  -107.0446   -11.0720   118.6419    19.4557
    2862   95.3667    1      1.5067   -87.8896  -107.1235   -10.8503   118.5567    19.3629
    2863   95.4000    1      1.5397   -87.8878  -107.2165   -10.5851   118.4615    19.2526
    2864   95.4333    1      1.5823   -87.8817  -107.3214   -10.2939   118.3389    19.1289
    2865   95.4667    1      1.6051   -87.8787  -107.3774   -10.1377   118.2735    19.0624
    2866   95.5000    1      1.6498   -87.8741  -107.4896    -9.8226   118.1451    18.9285
    2867   95.5333    1      1.6965   -87.8653  -107.5919    -9.5445   118.0111    18.8076
    2868   95.5667    1      1.7221   -87.8571  -107.6367    -9.4310   117.9375    18.7560
    2869   95.6000    1      1.7836   -87.8275  -107.7126    -9.2696   117.7616    18.6741
    2870   95.6333    1      1.8480   -87.7857  -107.7581    -9.2202   117.5776    18.6339
    2871   95.6667    1      1.9199   -87.7311  -107.7834    -9.2535   117.3722    18.6230
    2872   95.7000    1      1.9578   -87.7020  -107.7951    -9.2767   117.2644    18.6196
    2873   95.7333    1      2.0391   -87.6363  -107.8091    -9.3641   117.0329    18.6267
    2874   95.7667    1      2.1176   -87.5721  -107.8185    -9.4616   116.8101    18.6390
    2875   95.8000    1      2.1525   -87.5427  -107.8193    -9.5163   116.7113    18.6489
    2876   95.8333    1      2.2056   -87.4976  -107.8188    -9.6049   116.5606    18.6661
    2877   95.8667    1      2.2427   -87.4673  -107.8215    -9.6557   116.4558    18.6740
    2878   95.9000    1      2.2658   -87.4471  -107.8189    -9.7021   116.3904    18.6845
    2879   95.9333    1      2.2738   -87.4394  -107.8157    -9.7262   116.3678    18.6912
    2880   95.9667    1      2.2757   -87.4358  -107.8091    -9.7516   116.3625    18.7002
    2881   96.0000    1      2.2575   -87.4510  -107.8091    -9.7223   116.4138    18.6946
    2882   96.0333    1      2.2423   -87.4656  -107.8149    -9.6778   116.4570    18.6824
    2883   96.0667    1      2.2103   -87.4991  -107.8361    -9.5526   116.5475    18.6450
    2884   96.1000    1      2.1924   -87.5247  -107.8696    -9.4072   116.5980    18.5955
    2885   96.1333    1      2.1900   -87.5340  -107.8924    -9.3239   116.6048    18.5647
    2886   96.1667    1      2.1926   -87.5442  -107.9309    -9.1942   116.5976    18.5149
    2887   96.2000    1      2.1996   -87.5450  -107.9519    -9.1324   116.5776    18.4893
    2888   96.2333    1      2.2111   -87.5416  -107.9714    -9.0833   116.5452    18.4672
    2889   96.2667    1      2.2169   -87.5391  -107.9792    -9.0658   116.5288    18.4588
    2890   96.3000    1      2.2265   -87.5313  -107.9804    -9.0776   116.5016    18.4604
    2891   96.3333    1      2.2381   -87.5199  -107.9753    -9.1143   116.4688    18.4708
