# Posiciones articulares (matriz) del UR5 derecho
# Trial JIGSAWS: Needle_Passing_B003  (3238 frames @ 30 Hz)
# El UR5 permanece ESTATICO: en JIGSAWS el trocar y la camara
# estan fijos, de modo que el fulcro es constante y la misma
# pose se repite en todos los frames (se incluye una fila por
# frame para alinear con los archivos de PSM).
# Fulcro: [0.110112, -0.04358, 0.422241] m
# Distancia al trocar: 0.15 m
# Base del UR5: [0.472911, -0.421284, 0.0] m
# IK del UR5: OK (0.0008 mm)
#  frame      t(s)     q1(deg)    q2(deg)    q3(deg)    q4(deg)    q5(deg)    q6(deg)
    2410   80.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2411   80.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2412   80.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2413   80.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2414   80.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2415   80.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2416   80.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2417   80.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2418   80.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2419   80.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2420   80.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2421   80.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2422   80.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2423   80.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2424   80.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2425   80.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2426   80.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2427   80.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2428   80.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2429   80.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2430   80.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2431   81.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2432   81.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2433   81.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2434   81.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2435   81.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2436   81.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2437   81.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2438   81.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2439   81.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2440   81.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2441   81.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2442   81.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2443   81.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2444   81.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2445   81.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2446   81.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2447   81.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2448   81.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2449   81.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2450   81.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2451   81.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2452   81.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2453   81.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2454   81.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2455   81.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2456   81.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2457   81.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2458   81.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2459   81.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2460   81.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2461   82.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2462   82.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2463   82.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2464   82.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2465   82.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2466   82.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2467   82.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2468   82.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2469   82.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2470   82.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2471   82.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2472   82.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2473   82.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2474   82.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2475   82.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2476   82.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2477   82.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2478   82.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2479   82.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2480   82.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2481   82.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2482   82.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2483   82.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2484   82.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2485   82.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2486   82.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2487   82.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2488   82.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2489   82.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2490   82.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2491   83.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2492   83.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2493   83.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2494   83.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2495   83.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2496   83.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2497   83.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2498   83.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2499   83.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2500   83.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2501   83.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2502   83.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2503   83.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2504   83.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2505   83.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2506   83.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2507   83.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2508   83.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2509   83.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2510   83.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2511   83.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2512   83.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2513   83.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2514   83.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2515   83.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2516   83.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2517   83.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2518   83.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2519   83.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2520   83.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2521   84.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2522   84.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2523   84.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2524   84.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2525   84.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2526   84.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2527   84.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2528   84.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2529   84.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2530   84.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2531   84.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2532   84.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2533   84.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2534   84.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2535   84.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2536   84.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2537   84.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2538   84.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2539   84.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2540   84.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2541   84.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2542   84.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2543   84.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2544   84.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2545   84.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2546   84.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2547   84.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2548   84.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2549   84.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2550   84.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2551   85.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2552   85.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2553   85.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2554   85.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2555   85.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2556   85.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2557   85.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2558   85.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2559   85.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2560   85.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2561   85.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2562   85.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2563   85.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2564   85.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2565   85.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2566   85.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2567   85.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2568   85.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2569   85.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2570   85.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2571   85.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2572   85.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2573   85.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2574   85.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2575   85.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2576   85.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2577   85.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2578   85.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2579   85.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2580   85.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2581   86.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2582   86.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2583   86.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2584   86.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2585   86.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2586   86.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2587   86.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2588   86.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2589   86.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2590   86.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2591   86.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2592   86.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2593   86.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2594   86.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2595   86.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2596   86.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2597   86.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2598   86.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2599   86.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2600   86.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2601   86.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2602   86.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2603   86.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2604   86.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2605   86.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2606   86.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2607   86.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2608   86.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2609   86.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2610   86.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2611   87.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2612   87.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2613   87.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2614   87.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2615   87.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2616   87.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2617   87.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2618   87.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2619   87.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2620   87.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2621   87.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2622   87.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2623   87.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2624   87.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2625   87.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2626   87.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2627   87.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2628   87.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2629   87.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2630   87.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2631   87.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2632   87.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2633   87.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2634   87.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2635   87.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2636   87.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2637   87.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2638   87.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2639   87.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2640   87.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2641   88.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2642   88.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2643   88.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2644   88.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2645   88.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2646   88.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2647   88.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2648   88.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2649   88.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2650   88.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2651   88.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2652   88.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2653   88.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2654   88.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2655   88.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2656   88.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2657   88.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2658   88.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2659   88.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2660   88.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2661   88.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2662   88.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2663   88.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2664   88.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2665   88.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2666   88.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2667   88.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2668   88.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2669   88.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2670   88.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2671   89.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2672   89.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2673   89.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2674   89.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2675   89.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2676   89.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2677   89.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2678   89.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2679   89.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2680   89.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2681   89.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2682   89.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2683   89.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2684   89.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2685   89.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2686   89.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2687   89.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2688   89.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2689   89.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2690   89.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2691   89.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2692   89.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2693   89.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2694   89.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2695   89.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2696   89.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2697   89.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2698   89.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2699   89.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2700   89.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2701   90.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2702   90.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2703   90.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2704   90.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2705   90.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2706   90.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2707   90.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2708   90.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2709   90.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2710   90.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2711   90.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2712   90.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2713   90.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2714   90.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2715   90.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2716   90.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2717   90.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2718   90.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2719   90.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2720   90.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2721   90.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2722   90.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2723   90.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2724   90.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2725   90.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2726   90.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2727   90.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2728   90.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2729   90.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2730   90.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2731   91.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2732   91.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2733   91.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2734   91.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    2735   91.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
