# Posiciones articulares (matriz) del PSM derecho
# Trial JIGSAWS: Needle_Passing_B003  (3238 frames @ 30 Hz)
# q1-q2-q4-q5-q6-q7 en grados; q3 (insercion) en metros
# IK=0 marca frames sin solucion valida (se conserva la
# ultima configuracion valida; en la animacion salen en rojo)
# modo de mapeo del gripper: crudo
# IK OK 100.00 %, error mediana 0.00000 mm, maximo 0.00100 mm, margen minimo 0.5193
#  frame      t(s)  gesto   IK  sat     q1(deg)    q2(deg)      q3(m)    q4(deg)    q5(deg)    q6(deg)    q7(deg)    err(mm)
    2826   94.1667      -    1    0    -16.6553    -0.0839   0.113146   -80.0789    13.5799   -26.5192    17.7525    0.00068
    2827   94.2000      -    1    0    -16.6806    -0.0546   0.113252   -80.0688    13.5856   -26.4809    18.2016    0.00006
    2828   94.2333      -    1    0    -16.6372     0.0038   0.113303   -80.0657    13.5037   -26.4190    17.6683    0.00009
    2829   94.2667      -    1    0    -16.6186     0.0293   0.113304   -80.0594    13.4517   -26.3911    17.1818    0.00002
    2830   94.3000      -    1    0    -16.6039     0.0478   0.113260   -80.0359    13.3582   -26.3687    15.9843    0.00005
    2831   94.3333      -    1    0    -16.5901     0.0346   0.113228   -80.0288    13.3305   -26.3861    13.7857    0.00002
    2832   94.3667      -    1    0    -16.5746     0.0313   0.113222   -80.0228    13.3007   -26.3926    12.3168    0.00001
    2833   94.4000      -    1    0    -16.5638     0.0348   0.113255   -80.0149    13.2747   -26.3910     9.4071    0.00000
    2834   94.4333      -    1    0    -16.5267     0.0439   0.113263   -79.6125    13.1537   -26.3095     4.0930    0.00000
    2835   94.4667      -    1    0    -16.5503     0.0438   0.113284   -79.6118    13.1798   -26.3057     0.0000    0.00001
    2836   94.5000      -    1    0    -16.5309     0.0420   0.113298   -79.5553    13.0206   -26.3106     0.0000    0.00009
    2837   94.5333      -    1    0    -16.4628     0.0645   0.113317   -79.3253    12.5210   -26.1077     0.0000    0.00000
    2838   94.5667      -    1    0    -16.4944     0.0818   0.113388   -79.2866    12.5786   -25.9613     0.0000    0.00005
    2839   94.6000      -    1    0    -16.5042     0.0881   0.113444   -79.2661    12.6055   -25.9112     0.0000    0.00001
    2840   94.6333      -    1    0    -16.5149     0.0920   0.113583   -79.2624    12.6290   -25.9186     0.0000    0.00002
    2841   94.6667      -    1    0    -16.5414     0.0678   0.113649   -78.2705    12.9874   -25.7265     0.0000    0.00000
    2842   94.7000      -    1    0    -16.5241     0.0787   0.113645   -77.8519    12.9146   -25.4657     0.0000    0.00000
    2843   94.7333      -    1    0    -16.4095     0.1045   0.113678   -77.6118    12.2366   -25.4839     0.0000    0.00000
    2844   94.7667      -    1    0    -16.3724     0.0977   0.113826   -76.8544    12.1668   -25.3756     0.0000    0.00000
    2845   94.8000      -    1    0    -16.3335     0.0831   0.114007   -76.0858    12.0815   -25.2830     0.0000    0.00000
    2846   94.8333      -    1    0    -16.3281     0.0923   0.114125   -75.7624    12.2032   -25.2073     0.0000    0.00016
    2847   94.8667      -    1    0    -16.2516     0.1404   0.114413   -75.0467    12.1853   -25.0497     0.0000    0.00000
    2848   94.9000      -    1    0    -16.1949     0.1886   0.114693   -74.7090    12.2137   -24.9479     0.0000    0.00038
    2849   94.9333      -    1    0    -16.1700     0.1985   0.114804   -74.3749    12.2880   -24.8777     0.0000    0.00009
    2850   94.9667      -    1    0    -16.1114     0.2197   0.114967   -73.7116    12.4257   -24.7351     0.0000    0.00000
    2851   95.0000      -    1    0    -16.0212     0.2674   0.115058   -73.7041    12.2791   -24.7133     0.0000    0.00020
    2852   95.0333      -    1    0    -15.9351     0.3090   0.115148   -73.6934    12.1352   -24.6976     0.0000    0.00018
    2853   95.0667      -    1    0    -15.9025     0.3256   0.115165   -73.6908    12.0793   -24.6904     0.0000    0.00002
    2854   95.1000      -    1    0    -15.8433     0.3509   0.115185   -73.6852    11.9795   -24.6826     0.0000    0.00007
    2855   95.1333      -    1    0    -15.8149     0.3558   0.115199   -73.7325    12.0771   -24.6733     0.0000    0.00007
    2856   95.1667      -    1    0    -15.8301     0.3516   0.115193   -73.7882    12.2487   -24.6580     0.0000    0.00009
    2857   95.2000      -    1    0    -15.8228     0.3526   0.115142   -73.7851    12.2203   -24.6597     0.0000    0.00001
    2858   95.2333      -    1    0    -15.8118     0.3568   0.115101   -73.4562    12.2972   -24.5892     0.0000    0.00006
    2859   95.2667      -    1    0    -15.8021     0.3706   0.115061   -73.0851    12.3667   -24.3686     0.0000    0.00000
    2860   95.3000      -    1    0    -15.8039     0.3815   0.115047   -72.7368    12.4654   -24.2423     0.0000    0.00012
    2861   95.3333      -    1    0    -15.8164     0.4181   0.115011   -72.7440    12.4492   -24.2059     0.0000    0.00004
    2862   95.3667      -    1    0    -15.8288     0.4303   0.114977   -72.4226    12.5624   -24.1156     0.0000    0.00012
    2863   95.4000      -    1    0    -15.8293     0.4311   0.114981   -72.4204    12.5558   -24.1151     0.0000    0.00000
    2864   95.4333      -    1    0    -15.8277     0.4185   0.114985   -72.0901    12.6637   -24.0589     0.0000    0.00012
    2865   95.4667      -    1    0    -15.8572     0.4036   0.115008   -71.8117    12.9598   -23.9722     0.0000    0.00000
    2866   95.5000      -    1    0    -15.8619     0.4043   0.115001   -71.0870    13.1632   -23.6423     0.0000    0.00000
    2867   95.5333      -    1    0    -15.8654     0.4021   0.114994   -71.0889    13.1698   -23.6492     0.0000    0.00000
    2868   95.5667      -    1    0    -15.8697     0.3912   0.114996   -70.7565    13.2758   -23.5865     0.0000    0.00011
    2869   95.6000      -    1    0    -15.8667     0.3870   0.114982   -70.4234    13.3625   -23.5176     0.0000    0.00008
    2870   95.6333      -    1    0    -15.8574     0.3832   0.114968   -70.0914    13.4471   -23.4494     0.0000    0.00007
    2871   95.6667      -    1    0    -15.8297     0.4113   0.114911   -69.3626    13.5582   -23.0975     0.0000    0.00000
    2872   95.7000      -    1    0    -15.7955     0.4659   0.114867   -68.9693    13.5615   -22.8075     0.0000    0.00000
    2873   95.7333      -    1    0    -15.7796     0.4813   0.114864   -68.9711    13.5283   -22.8016     0.0000    0.00001
    2874   95.7667      -    1    0    -15.7639     0.5005   0.114833   -68.2354    13.6513   -22.4582     0.0000    0.00000
    2875   95.8000      -    1    0    -15.7452     0.5237   0.114762   -68.1790    13.5768   -22.2768     0.0000    0.00012
    2876   95.8333      -    1    0    -15.7144     0.4977   0.114723   -67.5292    13.7226   -22.1728     0.0000    0.00000
    2877   95.8667      -    1    0    -15.6908     0.5031   0.114679   -67.4436    13.6593   -22.0262     0.0000    0.00008
    2878   95.9000      -    1    0    -15.6393     0.5024   0.114564   -66.0746    13.8637   -21.4356     0.0000    0.00000
    2879   95.9333      -    1    0    -15.5940     0.5495   0.114432   -65.0809    13.8712   -20.6494     0.0000    0.00000
    2880   95.9667      -    1    0    -15.5480     0.5768   0.114350   -64.9346    13.6219   -20.4191     0.0000    0.00000
    2881   96.0000      -    1    0    -15.5139     0.5586   0.114250   -64.2422    13.7553   -20.2505     0.0000    0.00000
    2882   96.0333      -    1    0    -15.4622     0.5599   0.114234   -63.5710    13.8179   -20.1319     0.0000    0.00000
    2883   96.0667      -    1    0    -15.3612     0.6367   0.114187   -62.3639    13.6369   -19.5090     0.0000    0.00000
    2884   96.1000      -    1    0    -15.3115     0.7077   0.114157   -61.9106    13.5356   -19.0996     0.0000    0.00000
    2885   96.1333      -    1    0    -15.1833     0.8351   0.114041   -61.0721    13.2131   -18.5882     0.0000    0.00000
    2886   96.1667      -    1    0    -15.0735     0.9450   0.113923   -60.2610    12.9272   -18.1418     0.0000    0.00000
    2887   96.2000      -    1    0    -15.0177     1.0140   0.113884   -60.1784    12.6377   -17.9839     0.0000    0.00035
    2888   96.2333      -    1    0    -14.9520     1.0834   0.113869   -60.1654    12.3731   -18.0263     0.0000    0.00025
    2889   96.2667      -    1    0    -14.8506     1.1380   0.113848   -59.4295    12.0456   -18.0077     0.0000    0.00000
    2890   96.3000      -    1    0    -14.7239     1.2832   0.113783   -58.1387    11.5253   -17.2307     0.0000    0.00000
    2891   96.3333      -    1    0    -14.6548     1.3832   0.113760   -57.6482    11.2123   -16.7758     0.0000    0.00000
    2892   96.3667      -    1    0    -14.4735     1.5107   0.113744   -56.7866    10.4998   -16.5329     0.0000    0.00000
    2893   96.4000      -    1    0    -14.3071     1.5857   0.113736   -56.7234     9.9051   -16.6288     0.0000    0.00000
    2894   96.4333      -    1    0    -14.1021     1.6472   0.113810   -56.6152     9.1891   -16.8365     0.0000    0.00000
    2895   96.4667      -    1    0    -13.9949     1.6474   0.113840   -56.5779     8.9158   -16.9819     0.0000    0.00029
    2896   96.5000      -    1    0    -13.7521     1.6726   0.113858   -56.1209     8.3409   -17.0509     0.0000    0.00000
    2897   96.5333      -    1    0    -13.4495     1.7270   0.113911   -55.5119     7.4228   -16.9142     0.0000    0.00000
    2898   96.5667      -    1    0    -13.2879     1.7424   0.113946   -54.6432     6.9699   -16.6829     0.0000    0.00000
    2899   96.6000      -    1    0    -12.9905     1.7804   0.114030   -52.9324     6.1522   -16.0370     0.0000    0.00000
    2900   96.6333      -    1    0    -12.6393     1.8892   0.114154   -51.2611     5.2821   -15.3068     0.0000    0.00000
    2901   96.6667      -    1    0    -12.4415     1.9663   0.114191   -50.4557     4.8009   -15.0040     0.0000    0.00000
    2902   96.7000      -    1    0    -12.0344     2.1444   0.114174   -48.8074     3.7372   -14.2757     0.0000    0.00000
    2903   96.7333      -    1    0    -11.6554     2.2788   0.114034   -47.3078     2.7490   -13.7927     0.0000    0.00000
    2904   96.7667      -    1    0    -11.3191     2.3606   0.113888   -45.9572     1.9297   -13.3246     0.0000    0.00000
    2905   96.8000      -    1    0    -11.1404     2.3914   0.113777   -45.1095     1.4149   -13.0986     0.0000    0.00000
    2906   96.8333      -    1    0    -10.8300     2.4802   0.113542   -43.6780     0.2059   -12.3538     0.0000    0.00000
    2907   96.8667      -    1    0    -10.5639     2.5499   0.113362   -41.6591    -0.8344   -11.7959     0.0000    0.00000
    2908   96.9000      -    1    0    -10.4512     2.5647   0.113264   -40.8571    -1.2204   -11.5944     0.0000    0.00000
    2909   96.9333      -    1    0    -10.2718     2.5581   0.113117   -39.9604    -1.9095   -11.4693     0.0000    0.00000
    2910   96.9667      -    1    0    -10.1425     2.5825   0.113040   -38.7343    -2.5705   -11.3753     0.0000    0.00000
    2911   97.0000      -    1    0    -10.0780     2.5528   0.113007   -37.9162    -2.9595   -11.5516     0.0000    0.00000
    2912   97.0333      -    1    0    -10.0624     2.5465   0.113002   -37.8510    -3.1837   -11.6213     0.0000    0.00017
    2913   97.0667      -    1    0    -10.0546     2.6069   0.113020   -36.7173    -3.6234   -11.7322     0.0000    0.00000
    2914   97.1000      -    1    0    -10.0686     2.7247   0.113086   -35.2298    -4.0524   -11.6812     0.0000    0.00000
    2915   97.1333      -    1    0    -10.0748     2.7779   0.113096   -34.2329    -4.2220   -11.6158     0.0000    0.00000
    2916   97.1667      -    1    0    -10.0760     2.9940   0.113096   -32.5474    -5.0622   -10.9494     0.0000    0.00000
    2917   97.2000      -    1    0    -10.1031     3.2342   0.113141   -30.3341    -5.8728   -10.1942     0.0000    0.00000
    2918   97.2333      -    1    0    -10.1503     3.4039   0.113189   -27.4578    -6.4442    -9.7843     0.0000    0.00000
    2919   97.2667      -    1    0    -10.1563     3.5142   0.113213   -26.0171    -6.9112    -9.7192     0.0000    0.00000
    2920   97.3000      -    1    0    -10.1821     3.6898   0.113178   -24.5463    -7.5674    -9.3346     0.0000    0.00000
    2921   97.3333      -    1    0    -10.1854     3.8875   0.113121   -22.4587    -8.1441    -9.1633     0.0000    0.00000
    2922   97.3667      -    1    0    -10.2026     4.0184   0.113111   -21.3664    -8.4503    -8.8966     0.0000    0.00000
    2923   97.4000      -    1    0    -10.2375     4.2370   0.113052   -19.9789    -8.8709    -8.4891     0.0000    0.00000
    2924   97.4333      -    1    0    -10.2506     4.3973   0.112910   -19.0201    -8.9944    -8.3024     0.0000    0.00000
    2925   97.4667      -    1    0    -10.2296     4.4786   0.112873   -19.0458    -9.1118    -8.3236     0.0000    0.00014
    2926   97.5000      -    1    0    -10.2175     4.6273   0.112830   -18.7898    -9.0204    -8.1836     0.0000    0.00049
    2927   97.5333      -    1    0    -10.1495     4.7668   0.112737   -18.9601    -8.6636    -8.2552     0.0000    0.00000
    2928   97.5667      -    1    0    -10.0531     4.9919   0.112597   -19.1127    -8.5708    -7.9923     0.0000    0.00000
    2929   97.6000      -    1    0     -9.9878     5.1247   0.112510   -18.8152    -8.6780    -7.9466     0.0000    0.00000
    2930   97.6333      -    1    0     -9.9002     5.2999   0.112307   -18.5268    -8.6903    -7.6843     0.0000    0.00000
    2931   97.6667      -    1    0     -9.8415     5.3799   0.112056   -18.1402    -8.8235    -7.4886     0.0000    0.00000
    2932   97.7000      -    1    0     -9.8201     5.3725   0.111878   -18.0905    -8.8697    -7.3523     0.0000    0.00007
    2933   97.7333      -    1    0     -9.7650     5.3853   0.111458   -17.9087    -9.3959    -6.9851     0.0000    0.00000
    2934   97.7667      -    1    0     -9.7324     5.3741   0.111017   -17.0206    -9.8314    -6.6103     0.0000    0.00000
    2935   97.8000      -    1    0     -9.6805     5.3328   0.110532   -16.8012   -10.2183    -6.0754     0.0000    0.00000
    2936   97.8333      -    1    0     -9.6381     5.3461   0.110270   -16.6818   -10.5502    -5.7891     0.0000    0.00000
    2937   97.8667      -    1    0     -9.5658     5.4124   0.109796   -15.7899   -11.2103    -5.3089     0.0000    0.00000
    2938   97.9000      -    1    0     -9.5209     5.5078   0.109374   -14.4781   -12.0791    -4.6380     0.0000    0.00000
    2939   97.9333      -    1    0     -9.4834     5.5741   0.108857   -13.8569   -13.0453    -3.8803     0.0000    0.00000
    2940   97.9667      -    1    0     -9.4648     5.6129   0.108591   -13.3895   -13.6333    -3.6599     0.0000    0.00000
    2941   98.0000      -    1    0     -9.4457     5.6348   0.108016   -12.8691   -14.3809    -3.2153     0.0000    0.00000
    2942   98.0333      -    1    0     -9.4414     5.6102   0.107392   -12.4596   -14.7412    -2.9671     0.0000    0.00000
    2943   98.0667      -    1    0     -9.4517     5.5931   0.107065   -12.2701   -14.8571    -2.8166     0.0000    0.00031
    2944   98.1000      -    1    0     -9.4703     5.5848   0.106414   -12.1109   -15.1717    -2.4058     0.0000    0.00000
    2945   98.1333      -    1    0     -9.5134     5.6280   0.105842   -11.5610   -15.8132    -1.8957     0.0000    0.00000
    2946   98.1667      -    1    0     -9.5704     5.7351   0.105580   -10.3497   -16.5591    -1.5053     0.0000    0.00000
    2947   98.2000      -    1    0     -9.7371     6.1174   0.105161    -8.2641   -18.8210    -0.0294     0.0000    0.00001
    2948   98.2333      -    1    0     -9.9034     6.4905   0.104827    -6.8498   -21.1875     1.2242     0.0000    0.00001
    2949   98.2667      -    1    0    -10.1071     6.7369   0.104382    -5.0418   -22.9404     1.9908     0.0000    0.00000
    2950   98.3000      -    1    0    -10.2197     6.8468   0.104142    -4.1551   -23.6871     2.2504     0.0000    0.00000
    2951   98.3333      -    1    0    -10.4250     6.9943   0.103609    -3.7133   -24.5700     2.8521     0.0000    0.00000
    2952   98.3667      -    1    0    -10.6494     7.1069   0.102966    -3.0082   -25.2515     3.0934     0.0000    0.00000
    2953   98.4000      -    1    0    -10.7712     7.1863   0.102665    -2.6162   -25.7049     3.2887     0.0000    0.00000
    2954   98.4333      -    1    0    -10.9661     7.3477   0.102104    -2.5828   -26.6038     3.8306     0.0000    0.00000
    2955   98.4667      -    1    0    -11.1328     7.3189   0.101556    -2.5553   -26.8928     4.2479     0.0000    0.00000
    2956   98.5000      -    1    0    -11.1787     7.2381   0.101275    -2.5063   -26.7878     4.2181     0.0000    0.00049
    2957   98.5333      -    1    0    -11.2062     7.0622   0.100847    -2.3337   -26.6607     3.8714     0.0000    0.00000
    2958   98.5667      -    1    0    -11.1507     6.8336   0.100538    -2.1496   -26.3545     3.2391     0.0000    0.00000
    2959   98.6000      -    1    0    -11.0149     6.3984   0.100238    -2.3774   -25.3040     2.3340     0.0000    0.00000
    2960   98.6333      -    1    0    -10.9385     6.1468   0.100152    -2.8415   -24.8174     2.1058     0.0000    0.00000
    2961   98.6667      -    1    0    -10.7534     5.6723   0.100091    -4.2028   -24.1588     1.9052     0.0000    0.00000
    2962   98.7000      -    1    0    -10.5808     5.1838   0.100155    -5.0584   -23.5077     1.9541     0.0000    0.00000
    2963   98.7333      -    1    0    -10.4951     4.9540   0.100183    -5.2633   -23.2010     1.9198     0.0000    0.00000
    2964   98.7667      -    1    0    -10.3599     4.6067   0.100400    -6.0145   -23.1364     2.2424     0.0000    0.00000
    2965   98.8000      -    1    0    -10.2372     4.3410   0.100685    -6.8628   -23.1973     2.5236     0.0000    0.00000
    2966   98.8333      -    1    0    -10.1157     4.0138   0.100944    -7.4335   -22.7404     2.4894     0.0000    0.00000
    2967   98.8667      -    1    0    -10.0741     3.8285   0.101093    -7.7022   -22.5386     2.3947     0.0000    0.00000
    2968   98.9000      -    1    0    -10.0172     3.4775   0.101405    -7.8929   -22.4961     1.8952     0.0000    0.00000
    2969   98.9333      -    1    0     -9.9836     3.0761   0.101721    -8.1958   -22.1964     1.4685     0.0000    0.00000
    2970   98.9667      -    1    0     -9.9834     2.8625   0.101867    -8.1504   -21.9826     1.3472     0.0000    0.00076
    2971   99.0000      -    1    0     -9.9628     2.5366   0.102147    -8.0062   -21.8715     1.0855     0.0000    0.00000
    2972   99.0333      -    1    0     -9.9294     2.2723   0.102373    -8.2438   -21.5600     0.9870     0.0000    0.00000
    2973   99.0667      -    1    0     -9.8892     2.1587   0.102586    -8.1620   -21.4481     0.7284     0.0000    0.00047
    2974   99.1000      -    1    0     -9.8620     2.1280   0.102667    -8.1426   -21.3070     0.6312     0.0000    0.00007
    2975   99.1333      -    1    0     -9.7838     2.0883   0.102807    -8.4067   -21.1037     0.5088     0.0000    0.00000
    2976   99.1667      -    1    0     -9.7458     2.0506   0.102932    -8.2930   -21.0587     0.1879     0.0000    0.00019
    2977   99.2000      -    1    0     -9.7341     2.0046   0.102997    -8.2441   -20.9887     0.0568     0.0000    0.00007
    2978   99.2333      -    1    0     -9.7264     1.9028   0.103141    -8.1186   -21.0290     0.0461     0.0000    0.00029
    2979   99.2667      -    1    0     -9.7524     1.7307   0.103353    -8.0000   -20.9222     0.0697     0.0000    0.00070
    2980   99.3000      -    1    0     -9.7425     1.5437   0.103607    -8.2656   -20.9185    -0.2773     0.0000    0.00000
    2981   99.3333      -    1    0     -9.7436     1.4480   0.103749    -8.2599   -20.9315    -0.5443     0.0000    0.00030
    2982   99.3667      -    1    0     -9.7786     1.2554   0.104025    -8.2732   -20.7938    -0.7141     0.0000    0.00000
    2983   99.4000      -    1    0     -9.7904     1.1479   0.104292    -8.6028   -20.6880    -0.7079     0.0000    0.00000
    2984   99.4333      -    1    0     -9.7893     1.1463   0.104412    -8.6035   -20.7556    -0.8484     0.0000    0.00005
    2985   99.4667      -    1    0     -9.7821     1.1592   0.104583    -8.6044   -20.9181    -1.1458     0.0000    0.00021
    2986   99.5000      -    1    0     -9.7840     1.1311   0.104644    -8.9561   -20.8523    -1.0120     0.0000    0.00019
    2987   99.5333      -    1    0     -9.8012     1.0234   0.104897    -9.2774   -20.8338    -1.1679     0.0000    0.00000
    2988   99.5667      -    1    0     -9.8125     0.9743   0.104990    -9.2582   -20.8463    -1.3094     0.0000    0.00011
    2989   99.6000      -    1    0     -9.8255     0.8325   0.105122    -9.5842   -20.7905    -1.4617     0.0000    0.00000
    2990   99.6333      -    1    0     -9.8717     0.6882   0.105323    -9.5319   -20.7420    -1.3112     0.0000    0.00057
    2991   99.6667      -    1    0     -9.8732     0.6172   0.105437    -9.4912   -20.6387    -1.3331     0.0000    0.00013
    2992   99.7000      -    1    0     -9.8499     0.6014   0.105742    -9.3979   -21.0450    -1.1113     0.0000    0.00000
    2993   99.7333      -    1    0     -9.8301     0.6553   0.106103    -9.3252   -21.8010    -0.6837     0.0000    0.00000
    2994   99.7667      -    1    0     -9.8369     0.7125   0.106513    -9.2913   -22.6259    -0.1368     0.0000    0.00000
    2995   99.8000      -    1    0     -9.8432     0.7114   0.106706    -9.2866   -22.9233     0.1071     0.0000    0.00000
    2996   99.8333      -    1    0     -9.8662     0.6047   0.107094    -9.2610   -23.0357     0.3680     0.0000    0.00073
    2997   99.8667      -    1    0     -9.8744     0.4609   0.107496    -9.1892   -22.9560     0.4631     0.0000    0.00098
    2998   99.9000      -    1    0     -9.8648     0.3756   0.107693    -9.1465   -22.8315     0.4511     0.0000    0.00027
    2999   99.9333      -    1    0     -9.8298     0.2696   0.108133    -9.0146   -22.9522     0.5314     0.0000    0.00087
    3000   99.9667      -    1    0     -9.7847     0.1946   0.108534    -8.8863   -23.2479     0.4751     0.0000    0.00080
    3001  100.0000      -    1    0     -9.7656     0.1453   0.108700    -8.8365   -23.3018     0.5260     0.0000    0.00016
    3002  100.0333      -    1    0     -9.7129     0.0477   0.109000    -8.7529   -23.3384     0.5798     0.0000    0.00059
    3003  100.0667      -    1    0     -9.6428    -0.0546   0.109257    -8.6600   -23.2753     0.3308     0.0000    0.00056
    3004  100.1000      -    1    0     -9.5678    -0.1441   0.109428    -8.5612   -23.3339    -0.0843     0.0000    0.00000
    3005  100.1333      -    1    0     -9.5533    -0.2018   0.109472    -8.5187   -23.2641    -0.1162     0.0000    0.00006
    3006  100.1667      -    1    0     -9.5221    -0.2577   0.109569    -8.4312   -23.3316    -0.1212     0.0000    0.00015
    3007  100.2000      -    1    0     -9.5146    -0.2887   0.109602    -8.3474   -23.3322    -0.1961     0.0000    0.00003
    3008  100.2333      -    1    0     -9.5286    -0.3022   0.109645    -8.2712   -23.4782    -0.1691     0.0000    0.00009
    3009  100.2667      -    1    0     -9.5319    -0.3129   0.109668    -8.2438   -23.4750    -0.1896     0.0000    0.00001
    3010  100.3000      -    1    0     -9.5383    -0.3357   0.109716    -8.1921   -23.4514    -0.2371     0.0000    0.00003
    3011  100.3333      -    1    0     -9.5370    -0.3601   0.109732    -8.1180   -23.4432    -0.3132     0.0000    0.00003
    3012  100.3667      -    1    0     -9.5371    -0.3828   0.109745    -8.0730   -23.4268    -0.3558     0.0000    0.00002
    3013  100.4000      -    1    0     -9.5389    -0.3923   0.109781    -7.9966   -23.5903    -0.3289     0.0000    0.00011
    3014  100.4333      -    1    0     -9.5528    -0.4696   0.109811    -7.9504   -23.4008    -0.2012     0.0000    0.00016
    3015  100.4667      -    1    0     -9.5543    -0.5027   0.109833    -7.9376   -23.3580    -0.2026     0.0000    0.00002
    3016  100.5000      -    1    0     -9.5519    -0.5529   0.109958    -7.9014   -23.4309    -0.1167     0.0000    0.00013
    3017  100.5333      -    1    0     -9.5154    -0.6224   0.110098    -7.8306   -23.3445    -0.1814     0.0000    0.00018
    3018  100.5667      -    1    0     -9.4834    -0.6493   0.110267    -7.7503   -23.5426    -0.3180     0.0000    0.00023
    3019  100.6000      -    1    0     -9.4757    -0.6785   0.110332    -7.7216   -23.5037    -0.3383     0.0000    0.00002
    3020  100.6333      -    1    0     -9.4407    -0.6813   0.110468    -7.6718   -23.6568    -0.2940     0.0000    0.00015
    3021  100.6667      -    1    0     -9.3953    -0.7127   0.110565    -7.5939   -23.6166    -0.3964     0.0000    0.00008
    3022  100.7000      -    1    0     -9.3800    -0.7218   0.110592    -7.5569   -23.6137    -0.4413     0.0000    0.00001
    3023  100.7333      -    1    0     -9.3566    -0.7507   0.110655    -7.4877   -23.6383    -0.4836     0.0000    0.00005
    3024  100.7667      -    1    0     -9.3540    -0.8037   0.110750    -7.4293   -23.6693    -0.4575     0.0000    0.00009
    3025  100.8000      -    1    0     -9.3924    -0.8702   0.110869    -7.3886   -23.8341    -0.2704     0.0000    0.00027
    3026  100.8333      -    1    0     -9.4110    -0.9230   0.110902    -7.3774   -23.7944    -0.2284     0.0000    0.00005
    3027  100.8667      -    1    0     -9.4216    -0.9958   0.110962    -7.3389   -23.8326    -0.1430     0.0000    0.00013
    3028  100.9000      -    1    0     -9.4150    -1.0552   0.111010    -7.2913   -23.7599    -0.1757     0.0000    0.00006
    3029  100.9333      -    1    0     -9.4098    -1.0656   0.111032    -7.2636   -23.7529    -0.2036     0.0000    0.00001
    3030  100.9667      -    1    0     -9.4010    -1.0598   0.111048    -7.2224   -23.7736    -0.2551     0.0000    0.00001
    3031  101.0000      -    1    0     -9.4081    -1.0600   0.111057    -7.1851   -23.7035    -0.1374     0.0000    0.00005
    3032  101.0333      -    1    0     -9.3983    -1.0372   0.111088    -7.1649   -23.8422    -0.1037     0.0000    0.00005
    3033  101.0667      -    1    0     -9.3941    -1.0214   0.111107    -7.1654   -23.9080    -0.0767     0.0000    0.00001
    3034  101.1000      -    1    0     -9.3865    -1.0220   0.111108    -7.1519   -23.9019    -0.1022     0.0000    0.00001
    3035  101.1333      -    1    0     -9.3863    -1.0223   0.111103    -7.1308   -23.9089    -0.1266     0.0000    0.00001
    3036  101.1667      -    1    0     -9.3884    -1.0224   0.111100    -7.1189   -23.9133    -0.1390     0.0000    0.00000
    3037  101.2000      -    1    0     -9.4008    -1.0353   0.111088    -7.1052   -23.8208     0.0072     0.0000    0.00007
    3038  101.2333      -    1    0     -9.4020    -1.0357   0.111100    -7.0997   -23.8214     0.0032     0.0000    0.00000
    3039  101.2667      -    1    0     -9.4044    -1.0324   0.111114    -7.0963   -23.8263     0.0013     0.0000    0.00000
    3040  101.3000      -    1    0     -9.3994    -1.0195   0.111167    -7.0738   -23.8480    -0.0254     0.0000    0.00001
    3041  101.3333      -    1    0     -9.3983    -1.0232   0.111189    -7.0416   -23.7712     0.0933     0.0000    0.00006
    3042  101.3667      -    1    0     -9.3902    -1.0191   0.111205    -7.0341   -23.7780     0.0804     0.0000    0.00000
    3043  101.4000      -    1    0     -9.3916    -1.0150   0.111207    -7.0235   -23.7874     0.0679     0.0000    0.00000
    3044  101.4333      -    1    0     -9.3933    -1.0025   0.111198    -7.0070   -23.8113     0.0450     0.0000    0.00001
    3045  101.4667      -    1    0     -9.4047    -0.9958   0.111164    -6.9960   -23.7464     0.1848     0.0000    0.00006
    3046  101.5000      -    1    0     -9.4059    -0.9895   0.111165    -6.9993   -23.7545     0.1867     0.0000    0.00000
    3047  101.5333      -    1    0     -9.4134    -0.9762   0.111160    -6.9957   -23.7749     0.1819     0.0000    0.00001
    3048  101.5667      -    1    0     -9.4090    -0.9601   0.111152    -6.9737   -23.8053     0.1480     0.0000    0.00001
    3049  101.6000      -    1    0     -9.4164    -0.9684   0.111145    -6.9627   -23.7175     0.2938     0.0000    0.00007
    3050  101.6333      -    1    0     -9.4225    -0.9720   0.111144    -6.9622   -23.7132     0.2978     0.0000    0.00000
    3051  101.6667      -    1    0     -9.4370    -0.9710   0.111150    -6.9624   -23.7152     0.3067     0.0000    0.00000
    3052  101.7000      -    1    0     -9.4313    -0.9686   0.111157    -6.9431   -23.7243     0.2814     0.0000    0.00001
    3053  101.7333      -    1    0     -9.4298    -0.9726   0.111162    -6.9140   -23.7281     0.2500     0.0000    0.00001
    3054  101.7667      -    1    0     -9.4334    -0.9797   0.111174    -6.8960   -23.7239     0.2357     0.0000    0.00000
    3055  101.8000      -    1    0     -9.4471    -0.9917   0.111194    -6.8734   -23.7144     0.2247     0.0000    0.00001
    3056  101.8333      -    1    0     -9.4441    -0.9890   0.111198    -6.8433   -23.7279     0.1889     0.0000    0.00001
    3057  101.8667      -    1    0     -9.4433    -0.9885   0.111199    -6.8292   -23.7334     0.1721     0.0000    0.00000
    3058  101.9000      -    1    0     -9.4634    -1.0040   0.111190    -6.8154   -23.6374     0.3246     0.0000    0.00008
